poli,relig_attend,lgbt_feel,equal_mar,lgbt_close,age,sex,race,sexori
NA,NA,55,NA,5.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,85,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,90,NA,1.5,NA,NA,NA,NA
NA,NA,100,NA,7.5,NA,NA,NA,NA
NA,NA,27.5,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,100,NA,3,NA,NA,NA,NA
NA,NA,100,NA,1.5,NA,NA,NA,NA
NA,NA,55,NA,2.5,NA,NA,NA,NA
NA,NA,40,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,NA,NA,2.5,NA,NA,NA,NA
NA,NA,92.5,NA,0,NA,NA,NA,NA
NA,NA,50,NA,5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,75,NA,0.5,NA,NA,NA,NA
NA,NA,50,NA,3.5,NA,NA,NA,NA
NA,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,90,NA,4.5,NA,NA,NA,NA
NA,NA,77.5,NA,5.5,NA,NA,NA,NA
NA,NA,32.5,NA,0.5,NA,NA,NA,NA
NA,NA,92.5,NA,2,NA,NA,NA,NA
NA,NA,62.5,NA,1.5,NA,NA,NA,NA
NA,NA,60,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,90,NA,2.5,NA,NA,NA,NA
NA,NA,70,NA,3.5,NA,NA,NA,NA
NA,NA,55,NA,2,NA,NA,NA,NA
NA,NA,72.5,NA,9,NA,NA,NA,NA
NA,NA,85,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,3.5,NA,NA,NA,NA
NA,NA,50,NA,2.5,NA,NA,NA,NA
NA,NA,72.5,NA,0,NA,NA,NA,NA
NA,NA,50,NA,3,NA,NA,NA,NA
NA,NA,40,NA,1.5,NA,NA,NA,NA
NA,NA,85,NA,1.5,NA,NA,NA,NA
NA,NA,80,NA,3.5,NA,NA,NA,NA
NA,NA,50,NA,4,NA,NA,NA,NA
NA,NA,100,NA,1,NA,NA,NA,NA
NA,NA,87.5,NA,3.5,NA,NA,NA,NA
NA,NA,92.5,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,92.5,NA,6,NA,NA,NA,NA
NA,NA,92.5,NA,0,NA,NA,NA,NA
NA,NA,100,NA,1.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,75,NA,2,NA,NA,NA,NA
NA,NA,70,NA,0,NA,NA,NA,NA
NA,NA,50,NA,2.5,NA,NA,NA,NA
NA,NA,67.5,NA,3,NA,NA,NA,NA
NA,NA,100,NA,1.5,NA,NA,NA,NA
NA,NA,55,NA,2,NA,NA,NA,NA
NA,NA,37.5,NA,1.5,NA,NA,NA,NA
NA,NA,85,NA,5,NA,NA,NA,NA
NA,NA,85,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0.5,NA,NA,NA,NA
NA,NA,85,NA,0,NA,NA,NA,NA
NA,NA,70,NA,1.5,NA,NA,NA,NA
NA,NA,92.5,NA,1.5,NA,NA,NA,NA
NA,NA,100,NA,3,NA,NA,NA,NA
NA,NA,70,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0.5,NA,NA,NA,NA
NA,NA,0,NA,2,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,20,NA,0,NA,NA,NA,NA
NA,NA,50,NA,2,NA,NA,NA,NA
NA,NA,22.5,NA,0,NA,NA,NA,NA
NA,NA,0,NA,3,NA,NA,NA,NA
NA,NA,50,NA,1.5,NA,NA,NA,NA
NA,NA,50,NA,5,NA,NA,NA,NA
NA,NA,85.5,NA,1.5,NA,NA,NA,NA
NA,NA,92.5,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,70,NA,6.5,NA,NA,NA,NA
NA,NA,85,NA,5.5,NA,NA,NA,NA
NA,NA,100,NA,2,NA,NA,NA,NA
NA,NA,85,NA,7.5,NA,NA,NA,NA
NA,NA,70,NA,1.5,NA,NA,NA,NA
NA,NA,100,NA,2.5,NA,NA,NA,NA
NA,NA,20,NA,0.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,50,NA,3.5,NA,NA,NA,NA
NA,NA,40,NA,3.5,NA,NA,NA,NA
NA,NA,40,NA,0,NA,NA,NA,NA
NA,NA,75,NA,3.5,NA,NA,NA,NA
NA,NA,60,NA,2.5,NA,NA,NA,NA
NA,NA,7.5,NA,0,NA,NA,NA,NA
NA,NA,60,NA,2,NA,NA,NA,NA
NA,NA,65,NA,2.5,NA,NA,NA,NA
NA,NA,65,NA,0,NA,NA,NA,NA
NA,NA,77.5,NA,0,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,75,NA,4.5,NA,NA,NA,NA
NA,NA,100,NA,1.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,100,NA,2.5,NA,NA,NA,NA
NA,NA,67.5,NA,4,NA,NA,NA,NA
NA,NA,52.5,NA,4,NA,NA,NA,NA
NA,NA,55,NA,4.5,NA,NA,NA,NA
NA,NA,NA,NA,2.5,NA,NA,NA,NA
NA,NA,85,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,2.5,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,15,NA,0,NA,NA,NA,NA
NA,NA,50,NA,2,NA,NA,NA,NA
NA,NA,100,NA,3,NA,NA,NA,NA
NA,NA,100,NA,7.5,NA,NA,NA,NA
NA,NA,67.5,NA,3,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,0,NA,0,NA,NA,NA,NA
4,7,0,NA,0,51,1,1,3
2,2,90,5,0,52,2,1,3
7,6,50,1,5,48,1,1,NA
6,1,75,3,4,48,2,1,1
1,0,95,5,8,37,1,1,3
5,6,40,NA,2,56,2,2,3
4,2,50,NA,2.5,29,2,1,3
4,0,25,1,0,80,1,1,NA
6,2,75,4,1.5,61,2,1,3
4,3,60,4,7,58,2,1,3
4,3,25,4,0,62,1,1,3
3,4,55,NA,2,45,2,1,3
6,4,NA,NA,7.5,57,2,1,3
6,5,60,NA,0,73,2,1,3
6,3,50,2,0,46,2,3,NA
4,5,32.5,NA,0.5,36,1,1,3
2,3,70,4,0,50,2,3,NA
2,0,55,5,0,52,1,1,3
4,0,57.5,4,0,66,1,1,3
6,7,50,NA,4,68,2,1,NA
5,5,50,NA,0,38,1,1,3
4,8,NA,3,0.5,50,2,2,NA
2,3,92.5,5,3,19,2,2,2
4,0,55,NA,2,33,2,1,3
2,7,55,1,2,59,2,2,3
6,7,75,4,2,34,1,1,NA
4,7,100,5,0,55,2,2,3
NA,NA,59,NA,0,NA,NA,NA,NA
NA,NA,50,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,55,NA,0.5,NA,NA,NA,NA
NA,NA,95,NA,1.5,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,70,NA,1,NA,NA,NA,NA
NA,NA,50,NA,3,NA,NA,NA,NA
NA,NA,85,NA,7,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,85,NA,8.5,NA,NA,NA,NA
NA,NA,100,NA,5,NA,NA,NA,NA
NA,NA,77.5,NA,2,NA,NA,NA,NA
NA,NA,85,NA,1,NA,NA,NA,NA
NA,NA,50,NA,4.5,NA,NA,NA,NA
NA,NA,75,NA,6.5,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,50,NA,2,NA,NA,NA,NA
NA,NA,100,NA,2.5,NA,NA,NA,NA
4,7,NA,3,0,86,1,1,3
4,0,37.5,5,1.5,32,1,1,3
2,7,86,5,0,61,2,1,NA
4,2,50,4,0,65,1,1,3
NA,2,55,NA,2.5,25,1,1,1
5,2,50,4,2,43,1,1,NA
4,7,50,2,0,53,2,1,3
2,0,50,3,0,24,1,1,NA
4,2,50,5,0,33,1,2,3
5,7,62.5,4,0,58,2,1,3
7,8,NA,2,2,58,2,1,3
6,1,NA,1,0,75,2,1,3
6,8,0,NA,0,69,1,1,3
4,1,68,4,5,63,2,1,3
4,0,60,NA,2,46,1,2,3
6,7,50,NA,0,48,1,2,3
NA,6,NA,1,0,54,2,1,NA
4,3,50,2,0,67,2,2,NA
2,2,75,NA,2.5,58,1,1,NA
6,8,2.5,NA,0,62,1,1,3
4,0,50,4,2,42,2,1,3
5,2,55,4,0,72,1,1,3
4,0,0,NA,2,35,1,1,3
7,7,50,2,0,36,2,1,NA
NA,NA,100,NA,1.5,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,77.5,NA,2.5,NA,NA,NA,NA
NA,NA,77.5,NA,0,NA,NA,NA,NA
NA,NA,50,NA,2,NA,NA,NA,NA
NA,NA,22.5,NA,0,NA,NA,NA,NA
NA,NA,67.5,NA,2,NA,NA,NA,NA
NA,NA,50,NA,1.5,NA,NA,NA,NA
NA,NA,85,NA,4,NA,NA,NA,NA
NA,NA,50,NA,10,NA,NA,NA,NA
NA,NA,92.5,NA,1.5,NA,NA,NA,NA
4,2,50,NA,4,37,2,1,3
5,7,0,2,0,67,2,1,3
4,8,50,NA,0,89,1,1,3
4,7,40,NA,0,78,2,1,3
6,7,50,2,0,58,2,1,3
4,0,100,5,2,21,2,2,3
4,7,40,NA,1.5,69,2,1,3
4,0,77.5,5,2,26,1,1,NA
6,0,100,3,2.5,38,1,2,NA
5,0,40,NA,2.5,26,2,2,3
2,7,77.5,5,3.5,60,1,1,NA
4,2,85,5,0,64,2,2,3
4,0,77.5,4,2.5,65,1,1,NA
1,1,100,5,4,62,2,1,3
4,5,50,2,0,66,2,1,3
4,1,45,4,0,35,2,1,3
2,6,80,NA,1.5,64,1,1,1
3,7,82.5,3,0,68,2,1,NA
4,3,55,NA,2,52,1,1,3
5,0,70,2,0,57,1,1,NA
7,7,50,NA,2,31,2,1,3
6,8,27.5,2,0,53,2,1,3
5,7,NA,NA,0,53,2,2,3
5,7,100,1,0,47,2,1,NA
6,6,50,4,2.5,65,1,1,NA
6,5,50,NA,4,64,1,1,3
6,2,60,5,0,32,2,1,3
4,3,37.5,3,1.5,67,1,1,NA
4,0,50,NA,0,26,1,1,3
5,2,55,5,0,23,2,1,2
NA,NA,77.5,NA,0,NA,NA,NA,NA
NA,NA,70,NA,1.5,NA,NA,NA,NA
NA,NA,72.5,NA,0,NA,NA,NA,NA
NA,NA,42.5,NA,5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,100,NA,4.5,NA,NA,NA,NA
NA,NA,60,NA,0,NA,NA,NA,NA
NA,NA,100,NA,4.5,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,92.5,NA,0,NA,NA,NA,NA
NA,NA,20,NA,0,NA,NA,NA,NA
NA,NA,87.5,NA,1.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
6,8,40,NA,2,52,2,2,3
4,5,30,NA,3,19,1,1,3
5,3,75,3,1.5,59,1,1,NA
3,0,75,NA,1.5,37,1,1,3
3,2,40,1,8,78,1,3,NA
2,6,70,5,0,64,1,1,3
6,7,40,NA,2.5,58,2,3,3
3,1,55,5,0,35,1,1,NA
6,3,70,NA,2,55,2,1,3
4,5,55,4,0,57,2,1,3
4,0,57.5,5,2.5,31,1,1,NA
6,7,85,NA,2.5,43,2,1,3
6,5,100,5,11.5,50,2,1,3
4,0,60,5,2.5,62,2,1,3
6,3,40,NA,0,60,1,1,3
2,0,70,5,4,30,2,1,3
5,8,15,NA,2.5,60,1,3,3
1,4,85,2,12,58,2,1,3
2,8,100,NA,0,68,2,1,3
4,7,100,5,2,52,2,1,3
6,2,50,5,0,27,2,2,NA
6,2,67.5,5,0,64,2,1,3
4,2,72.5,5,1.5,47,2,1,3
2,1,80,5,1.5,30,1,1,NA
2,5,100,5,0,61,2,3,NA
4,0,50,4,0,58,1,1,3
4,2,45,5,1.5,52,2,3,3
2,3,67.5,4,5,66,1,2,NA
4,2,100,5,3.5,46,1,2,NA
3,0,15,4,0,67,1,1,3
NA,NA,0,NA,2,NA,NA,NA,NA
NA,NA,100,NA,8.5,NA,NA,NA,NA
NA,NA,85,NA,2.5,NA,NA,NA,NA
NA,NA,45,NA,2.5,NA,NA,NA,NA
NA,NA,15,NA,0,NA,NA,NA,NA
NA,NA,60,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,50,NA,10,NA,NA,NA,NA
NA,NA,77.5,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,4,NA,NA,NA,NA
NA,NA,0,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0.5,NA,NA,NA,NA
NA,NA,92.5,NA,2,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,100,NA,2.5,NA,NA,NA,NA
NA,NA,65,NA,2.5,NA,NA,NA,NA
NA,NA,100,NA,2.5,NA,NA,NA,NA
2,0,100,5,4,53,2,1,3
2,3,50,5,5.5,26,2,3,3
5,0,60,4,1,66,1,1,NA
3,2,100,5,2.5,29,2,1,3
2,0,92.5,5,2,30,1,1,3
5,0,75,5,2.5,30,2,1,NA
1,1,50,NA,1,40,1,1,3
4,7,51,3,0,65,1,1,NA
4,0,50,5,2.5,37,2,1,3
4,7,75,NA,0,64,2,1,NA
2,5,85,NA,3.5,66,1,1,3
2,2,37.5,5,5,57,2,1,NA
1,0,70,5,2,59,1,1,NA
2,3,50,NA,2,71,1,1,3
2,2,77.5,NA,7,24,1,1,3
1,0,50,4,13,61,2,1,NA
2,2,87.5,5,3.5,27,1,1,3
3,2,47.5,NA,0,32,1,1,3
4,8,0,NA,0,40,2,2,3
6,5,85,5,6,69,2,1,NA
5,3,45,4,2,68,2,1,NA
5,7,0,1,0,47,2,2,3
3,2,22.5,4,1.5,57,1,1,3
4,7,55,NA,3.5,65,2,1,NA
4,0,50,NA,0,57,2,1,3
5,8,15,1,2,58,2,1,NA
5,7,55,5,0,54,2,1,3
5,3,45,NA,2.5,60,1,1,3
6,3,25,NA,0,58,1,1,3
3,2,50,NA,2.5,57,2,1,3
4,0,67.5,4,1.5,34,1,1,NA
4,0,100,NA,0,62,2,1,3
7,3,50,4,6,51,2,1,NA
2,1,45,4,0,46,2,1,NA
3,2,100,5,5,25,2,1,3
2,0,100,5,3,39,2,1,NA
1,1,67.5,NA,4.5,61,1,1,3
6,1,32.5,4,1,56,1,1,3
5,5,35,2,0.5,67,1,1,3
6,2,0,2,0,55,2,1,3
4,3,85,3,0,49,2,1,NA
4,0,NA,NA,0,76,1,3,3
5,0,50,4,1.5,27,2,1,3
2,0,50,5,8,27,2,1,NA
4,7,70,5,2.5,35,1,1,3
4,8,50,4,0,50,2,1,NA
2,1,85,4,0,47,2,1,3
5,2,75,5,4,54,2,1,NA
4,3,32.5,3,0,59,2,3,NA
6,6,70,5,2.5,69,2,1,NA
4,0,85,4,5,60,1,1,3
4,0,85,4,0,57,1,3,NA
5,7,100,5,4.5,51,2,2,3
4,5,50,4,0,29,2,2,3
1,4,92.5,5,2,68,1,2,NA
5,8,87.5,NA,0,19,2,1,3
4,7,85,NA,4,37,2,2,3
3,1,60,5,0,21,2,2,3
3,4,100,NA,0,20,2,3,3
4,7,85,3,0,53,1,1,3
4,4,72.5,5,0,54,1,1,NA
5,2,NA,2,0,27,2,1,3
5,6,60,4,1.5,21,2,3,NA
4,0,87.5,5,3.5,66,2,2,3
3,0,85,5,0,30,2,2,3
6,8,60,1,1.5,57,2,1,NA
6,8,50,1,0,78,2,1,3
4,3,100,5,0,25,1,3,NA
5,2,0,NA,4.5,56,1,1,3
4,3,60,4,2.5,36,2,1,NA
7,7,50,1,0,69,1,2,NA
4,7,7.5,NA,0,38,2,1,3
4,7,77.5,NA,4.5,62,2,2,3
4,3,50,4,2.5,37,2,2,NA
4,3,45,1,1.5,32,2,2,NA
5,1,50,NA,5,60,2,2,3
1,0,77.5,5,4.5,63,1,1,3
1,0,100,NA,0,50,2,1,1
5,7,72.5,3,1,41,1,1,3
5,7,50,NA,4,58,2,1,3
1,7,92.5,5,15,65,2,1,3
6,7,37.5,2,1.5,46,2,1,3
4,2,60,NA,2,40,1,1,3
4,0,65,4,4.5,56,1,1,NA
1,2,65,5,0,30,1,1,NA
2,4,60,5,2,70,2,1,3
4,8,50,3,1,68,1,1,NA
2,3,75,NA,2,32,1,1,3
4,1,77.5,3,4,55,2,1,3
2,2,100,5,4,26,1,1,3
4,7,40,1,2,56,1,1,3
6,5,50,NA,2.5,73,1,1,3
4,3,85,NA,3.5,26,2,1,3
2,0,65,4,0,42,1,1,1
7,0,7.5,NA,0,41,2,1,3
6,7,50,2,0,37,2,1,3
4,2,30,4,3,71,2,1,3
4,0,5.5,4,0.5,65,1,3,3
6,7,50,1,0,68,2,3,NA
5,0,85,4,5,39,1,1,3
2,3,72.5,4,6.5,41,1,1,3
5,5,50,3,0,45,2,3,3
2,0,100,5,5,58,2,1,2
NA,NA,92.5,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,15,NA,3,NA,NA,NA,NA
NA,NA,75,NA,5.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,50,NA,4.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
5,7,60,NA,0,52,2,1,3
4,2,75,5,1.5,25,2,1,3
4,8,100,2,0,58,1,1,NA
6,7,7.5,1,0,67,1,1,3
6,8,22.5,NA,2.5,70,1,1,3
7,8,50,2,0,69,2,1,3
4,0,25,5,2.5,68,1,1,NA
7,7,50,3,0,51,1,3,3
4,2,50,4,0,39,1,2,2
3,4,80,5,1.5,48,2,2,3
4,5,60,3,0,65,1,1,3
6,0,27.5,2,2,43,1,1,NA
4,2,62.5,4,0,80,2,1,NA
NA,0,100,5,5.5,22,1,1,3
5,3,42.5,4,0,38,1,2,3
6,6,7.5,5,0,73,2,1,NA
2,1,70,NA,0,55,1,1,3
4,1,20,5,1.5,50,1,1,NA
4,2,50,NA,1.5,40,1,2,3
2,7,67.5,NA,0,52,2,3,3
4,4,80,NA,0,25,2,3,3
2,2,62.5,4,2.5,69,1,1,3
3,2,80,NA,0,66,1,1,3
4,8,77.5,4,4.5,62,2,2,NA
4,3,70,4,5,68,2,1,NA
5,2,30,4,2.5,56,1,1,3
5,6,70,NA,3.5,42,2,3,3
6,3,50,4,2.5,59,2,1,NA
4,4,85,5,2.5,44,1,1,3
6,7,87.5,2,2.5,62,2,1,3
3,1,60,NA,0.5,59,1,1,3
5,3,82.5,5,2,51,2,1,3
4,0,50,NA,1.5,37,1,1,3
4,3,NA,NA,2.5,53,1,1,3
2,7,55,5,4.5,72,1,1,3
4,1,65,5,0,36,2,1,3
7,7,65,NA,1.5,72,1,1,3
5,0,0,2,2.5,61,1,1,3
4,0,75,4,5.5,24,2,1,NA
4,7,50,NA,0,36,1,1,3
2,5,100,5,6,20,1,1,1
4,0,50,5,0,46,1,1,NA
6,7,40,2,0,80,1,1,NA
4,7,85,5,3.5,58,2,1,3
3,3,70,NA,1.5,32,2,1,3
4,0,100,5,2.5,48,1,1,NA
5,7,50,4,0,23,1,1,NA
3,2,65,5,0.5,44,1,1,3
4,7,65,NA,0,55,2,2,3
NA,NA,100,NA,10,NA,NA,NA,NA
NA,NA,92.5,NA,0.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,55,NA,2,NA,NA,NA,NA
NA,NA,35,NA,0,NA,NA,NA,NA
NA,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,50,NA,1.5,NA,NA,NA,NA
NA,NA,100,NA,1.5,NA,NA,NA,NA
NA,NA,47.5,NA,0,NA,NA,NA,NA
NA,NA,60,NA,6.5,NA,NA,NA,NA
NA,NA,85,NA,2.5,NA,NA,NA,NA
NA,NA,62.5,NA,1.5,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,92.5,NA,4,NA,NA,NA,NA
NA,NA,7.5,NA,0,NA,NA,NA,NA
NA,NA,0,NA,0,NA,NA,NA,NA
NA,NA,85,NA,3.5,NA,NA,NA,NA
NA,NA,40,NA,2.5,NA,NA,NA,NA
NA,NA,NA,NA,2,NA,NA,NA,NA
NA,NA,0,NA,2,NA,NA,NA,NA
NA,NA,77.5,NA,1,NA,NA,NA,NA
NA,NA,67.5,NA,2.5,NA,NA,NA,NA
NA,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,27.5,NA,0,NA,NA,NA,NA
4,0,60,5,2.5,47,1,1,NA
2,0,50,NA,0,61,1,1,3
3,5,50,NA,2.5,23,2,3,3
2,5,82.5,4,0.5,25,2,1,3
6,3,50,2,0,75,2,1,3
2,0,100,NA,0,32,1,1,3
4,6,55,4,2,68,2,1,3
6,0,50,NA,1.5,35,1,1,3
7,2,NA,5,0,40,2,1,3
4,0,15,NA,0,68,2,3,NA
1,0,70,5,3.5,28,1,1,3
3,3,62.5,5,1,23,1,1,3
1,5,100,NA,6,47,2,1,3
5,3,50,NA,0,20,1,1,3
3,5,100,NA,2.5,57,2,1,3
4,6,NA,3,0,51,2,2,NA
4,7,40,NA,1.5,55,1,1,3
2,0,70,NA,1.5,67,2,1,3
4,0,85,NA,2.5,61,2,1,3
3,2,85,5,0,25,1,3,3
6,5,55,NA,0,72,1,1,3
4,0,55,NA,1,49,1,1,3
5,2,40,NA,2,31,1,1,3
3,4,70,5,2,62,1,1,NA
1,1,33.5,5,1.5,47,2,1,NA
4,7,100,5,1.5,44,2,1,3
3,0,100,5,0,62,2,1,NA
4,4,50,4,0,44,2,1,3
2,2,70,5,4,58,2,1,3
2,4,92.5,5,4,22,1,1,3
6,7,45,2,2,20,1,1,NA
3,7,100,5,2.5,54,2,1,3
5,1,67.5,2,0,59,2,1,3
2,0,80,5,3,33,1,1,3
4,2,50,4,0.5,52,2,1,NA
3,3,85,5,0,74,2,1,3
1,1,100,NA,2.5,47,1,2,1
3,2,60,5,7.5,58,2,1,3
4,2,67.5,5,0.5,72,2,1,NA
3,1,85,5,0,60,2,1,3
2,2,100,5,1.5,70,2,1,3
4,7,85,5,0,54,2,1,3
5,7,50,1,2,65,1,2,NA
5,5,65,3,0,46,1,1,NA
4,0,50,5,2,53,1,1,NA
3,3,100,NA,4,18,2,1,3
3,2,60,NA,4,34,1,1,3
4,7,50,1,0,54,2,2,3
4,2,85,3,2,32,2,2,3
4,7,100,3,0,23,2,1,3
5,7,50,4,0,54,1,1,NA
6,7,50,1,0,58,1,1,3
3,3,85,2,4.5,67,1,1,3
4,5,57.5,2,0,65,2,1,NA
4,5,40,NA,3.5,34,2,1,3
4,0,47.5,5,0,27,2,1,NA
3,2,50,NA,0.5,31,1,1,3
4,7,50,5,3,29,1,2,NA
2,1,50,5,4,52,2,1,2
5,0,92.5,4,6.5,38,2,1,3
5,7,92.5,NA,0,53,2,1,3
2,1,70,5,2.5,69,2,1,NA
6,2,50,NA,0,77,1,1,3
7,1,50,2,0,61,1,1,NA
6,4,50,2,0,39,2,1,3
6,3,78,NA,0,59,1,2,3
4,3,100,NA,0,50,1,1,3
4,0,50,4,0,75,1,1,3
6,7,50,1,0.5,42,1,1,3
3,3,100,5,0,76,1,1,NA
4,3,100,NA,1.5,19,2,3,3
4,8,50,NA,0,38,1,1,3
4,0,100,5,4.5,26,1,1,NA
4,2,50,NA,4.5,44,2,1,3
6,1,50,4,4.5,41,1,1,NA
1,0,0,NA,2,59,1,1,2
2,5,50,2,0,52,1,2,NA
4,6,50,5,1.5,52,2,1,NA
4,6,40,NA,2.5,47,2,1,3
5,7,40,4,0,67,2,1,3
5,5,0,1,1,54,1,1,NA
4,0,100,4,2.5,24,2,2,2
2,3,77.5,5,2.5,44,2,2,3
2,0,20,NA,0,23,2,1,3
3,2,82.5,NA,0,25,1,1,3
5,3,67.5,NA,2.5,54,2,1,3
5,2,37.5,NA,0,74,1,1,3
2,2,72.5,5,1.5,40,2,1,NA
6,5,50,NA,0,57,2,1,3
3,0,100,4,2.5,31,1,1,NA
3,0,100,5,5,58,1,1,3
NA,NA,0,NA,0,NA,NA,NA,NA
NA,NA,40,NA,0,NA,NA,NA,NA
NA,NA,40,NA,0,NA,NA,NA,NA
NA,NA,60,NA,3.5,NA,NA,NA,NA
NA,NA,50,NA,4,NA,NA,NA,NA
NA,NA,85,NA,4,NA,NA,NA,NA
NA,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,65,NA,0.5,NA,NA,NA,NA
NA,NA,40,NA,0.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,80,NA,0,NA,NA,NA,NA
NA,NA,40,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,100,NA,3.5,NA,NA,NA,NA
NA,NA,40,NA,2,NA,NA,NA,NA
NA,NA,55,NA,2,NA,NA,NA,NA
NA,NA,100,NA,2.5,NA,NA,NA,NA
NA,NA,50,NA,6.5,NA,NA,NA,NA
NA,NA,55,NA,1.5,NA,NA,NA,NA
NA,NA,100,NA,6,NA,NA,NA,NA
NA,NA,5,NA,0,NA,NA,NA,NA
NA,NA,0,NA,0,NA,NA,NA,NA
NA,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,100,NA,0,NA,NA,NA,NA
NA,NA,50,NA,2,NA,NA,NA,NA
NA,NA,80,NA,4,NA,NA,NA,NA
NA,NA,65,NA,2.5,NA,NA,NA,NA
NA,NA,100,NA,1.5,NA,NA,NA,NA
NA,NA,30,NA,0,NA,NA,NA,NA
NA,NA,50,NA,1.5,NA,NA,NA,NA
NA,NA,25,NA,0.5,NA,NA,NA,NA
NA,NA,85,NA,1.5,NA,NA,NA,NA
NA,NA,55,NA,2,NA,NA,NA,NA
NA,NA,92.5,NA,2,NA,NA,NA,NA
NA,NA,77.5,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
NA,NA,50,NA,0,NA,NA,NA,NA
